,Entity,Iteration,Probability,Relation,Value
2029,concept:city:cincinnati,1114,0.999755859375,concept:cityhascompanyoffice,concept:company:national
2030,concept:city:rancho_cucamonga,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2031,concept:city:cheyenne,1114,0.9365484707499524,concept:cityhascompanyoffice,concept:company:national
2032,concept:city:wahiawa,1114,1.0,concept:cityhascompanyoffice,concept:company:national
2033,concept:city:galena,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2034,concept:city:berkeley,1103,0.9375,concept:cityhascompanyoffice,concept:televisionstation:david_brower
2035,concept:city:berkeley,1114,0.984375,concept:cityhascompanyoffice,concept:company:national
2036,concept:city:whitehouse_station,1114,0.9999561119412931,concept:cityhascompanyoffice,concept:biotechcompany:merck
2037,concept:city:berlin,1108,0.9921875,concept:cityhascompanyoffice,concept:company:germanwings
2038,concept:city:berlin,1114,0.9921875,concept:cityhascompanyoffice,concept:company:national
2039,concept:city:berlin,1113,0.9980234853504569,concept:cityhascompanyoffice,concept:company:air_berlin
2040,concept:city:berlin,1114,0.984375,concept:cityhascompanyoffice,concept:company:ryanair
2041,concept:city:granada,1114,0.96875,concept:cityhascompanyoffice,concept:company:ryanair
2042,concept:city:phoenix__arizona,1114,1.0,concept:cityhascompanyoffice,concept:automobilemaker:nissan
2043,concept:city:phoenix__arizona,1103,0.9375,concept:cityhascompanyoffice,concept:automobilemaker:acura
2044,concept:city:pocatello,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2045,concept:city:oklahoma_city,1114,0.9921875,concept:cityhascompanyoffice,concept:company:national
2046,concept:city:oklahoma_city,1109,0.9321890112543656,concept:cityhascompanyoffice,concept:company:devon_energy
2047,concept:city:oklahoma_city,1104,0.96875,concept:cityhascompanyoffice,concept:televisionstation:kwtv_tv
2048,concept:city:oklahoma_city,1114,0.99609375,concept:cityhascompanyoffice,concept:company:ford
2049,concept:city:oklahoma_city,1108,1.0,concept:cityhascompanyoffice,concept:televisionstation:koco
2050,concept:city:darien,1114,0.984375,concept:cityhascompanyoffice,concept:company:national
2051,concept:city:delhi,1114,0.9375,concept:cityhascompanyoffice,concept:company:air_indian_airlines
2052,concept:city:delhi,1114,0.9970591688363711,concept:cityhascompanyoffice,concept:company:indian_airlines_and_jet_airways
2053,concept:city:delhi,1104,1.0,concept:cityhascompanyoffice,concept:company:air_deccan
2054,concept:city:delhi,1114,0.998046875,concept:cityhascompanyoffice,concept:company:air_india
2055,concept:city:delhi,1114,1.0,concept:cityhascompanyoffice,concept:company:jet_airways
2056,concept:city:delhi,1104,0.9999574347560981,concept:cityhascompanyoffice,concept:company:jagson_airlines
2057,concept:city:davidson,1114,0.9990234375,concept:cityhascompanyoffice,concept:company:national
2058,concept:city:greenville_spartanburg,1114,0.9921875,concept:cityhascompanyoffice,concept:company:national
2059,concept:city:culver_city,1114,1.0,concept:cityhascompanyoffice,concept:company:national
2060,concept:city:lithonia,1114,0.9375,concept:cityhascompanyoffice,concept:company:national
2061,concept:city:billings,1114,0.9999923706054688,concept:cityhascompanyoffice,concept:company:national
2062,concept:city:detroit,1114,0.9375,concept:cityhascompanyoffice,concept:company:northwest_airlines
2063,concept:city:detroit,1114,1.0,concept:cityhascompanyoffice,concept:automobilemaker:general_motors
2064,concept:city:detroit,1104,0.9928155062247895,concept:cityhascompanyoffice,concept:televisionstation:wxyz
2065,concept:city:detroit,1104,1.0,concept:cityhascompanyoffice,concept:automobilemaker:gm
2066,concept:city:detroit,1114,0.9999999403953552,concept:cityhascompanyoffice,concept:company:national
2067,concept:city:detroit,1104,0.96875,concept:cityhascompanyoffice,concept:attraction:renaissance
2068,concept:city:aix_en_provence,1115,0.998046875,concept:cityhascompanyoffice,concept:company:ryanair
2069,concept:city:westmont,1103,0.96875,concept:cityhascompanyoffice,concept:automobilemaker:acura
2070,concept:city:nassau,1103,1.0,concept:cityhascompanyoffice,concept:company:bahamas_air
2071,concept:city:tulsa,1113,0.96875,concept:cityhascompanyoffice,concept:radiostation:ktul_tv
2072,concept:city:long_beach,1115,0.96875,concept:cityhascompanyoffice,concept:company:south_african_airways
2073,concept:city:long_beach,1114,0.9999961853027344,concept:cityhascompanyoffice,concept:company:national
2074,concept:city:w__palm_beach,1103,0.9375,concept:cityhascompanyoffice,concept:televisionstation:wptv_tv
2075,concept:city:w__palm_beach,1114,0.9375,concept:cityhascompanyoffice,concept:company:uk__british_airways
2076,concept:city:reno,1103,0.96875,concept:cityhascompanyoffice,concept:automobilemaker:acura
2077,concept:city:cape_town,1114,1.0,concept:cityhascompanyoffice,concept:company:south_african_airways
2078,concept:city:cape_town,1114,1.0,concept:cityhascompanyoffice,concept:website:amazon_com
2079,concept:city:charleston,1114,0.9999998807907104,concept:cityhascompanyoffice,concept:company:national
2080,concept:city:glendale,1112,0.9990234375,concept:cityhascompanyoffice,concept:televisionstation:kwhy
2081,concept:city:glendale,1114,0.999755859375,concept:cityhascompanyoffice,concept:company:national
2082,concept:city:lancaster,1103,0.9990234375,concept:cityhascompanyoffice,concept:website:kpal
2083,concept:city:kerry,1114,0.96875,concept:cityhascompanyoffice,concept:company:ryanair
2084,concept:city:schertz,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2085,concept:city:miami,1114,0.96875,concept:cityhascompanyoffice,concept:company:iberia
2086,concept:city:miami,1103,1.0,concept:cityhascompanyoffice,concept:company:carnival
2087,concept:city:miami,1108,0.9999999994876503,concept:cityhascompanyoffice,concept:company:burger_king_hldgs
2088,concept:city:miami,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:continental
2089,concept:city:miami,1103,0.9375,concept:cityhascompanyoffice,concept:company:copa_airlines
2090,concept:city:miami,1103,0.9375,concept:cityhascompanyoffice,concept:company:avianca
2091,concept:city:miami,1103,0.9921875,concept:cityhascompanyoffice,concept:company:american_airlines001
2092,concept:city:miami,1103,0.96875,concept:cityhascompanyoffice,concept:company:virgin001
2093,concept:city:toronto,1113,1.0,concept:cityhascompanyoffice,concept:company:air_canada
2094,concept:city:toronto,1115,0.96875,concept:cityhascompanyoffice,concept:biotechcompany:continental
2095,concept:city:toronto,1115,0.96875,concept:cityhascompanyoffice,concept:biotechcompany:eaton_corp
2096,concept:city:toronto,1114,0.9921875,concept:cityhascompanyoffice,concept:company:air_india
2097,concept:city:toronto,1113,0.9921875,concept:cityhascompanyoffice,concept:company:westjet
2098,concept:city:toronto,1113,0.96875,concept:cityhascompanyoffice,concept:company:american_airlines001
2099,concept:city:toronto,1114,0.9983068184006119,concept:cityhascompanyoffice,concept:company:air_france001
2100,concept:city:colombo,1114,1.0,concept:cityhascompanyoffice,concept:company:srilankan_airlines
2101,concept:city:hanford,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2102,concept:city:bangkok,1103,0.9980616631604731,concept:cityhascompanyoffice,concept:company:nok_air
2103,concept:city:bangkok,1103,0.9990234375,concept:cityhascompanyoffice,concept:company:druk_air
2104,concept:city:bangkok,1114,0.99951171875,concept:cityhascompanyoffice,concept:company:air_asia
2105,concept:city:bangkok,1103,1.0,concept:cityhascompanyoffice,concept:company:thai_international
2106,concept:city:bangkok,1115,0.96875,concept:cityhascompanyoffice,concept:company:klm
2107,concept:city:bangkok,1114,1.0,concept:cityhascompanyoffice,concept:company:cathay_pacific
2108,concept:city:bangkok,1103,0.9375,concept:cityhascompanyoffice,concept:company:finnair
2109,concept:city:bangkok,1103,0.9999999996288241,concept:cityhascompanyoffice,concept:company:bangkok_airways
2110,concept:city:ashville,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
2111,concept:city:collegeville,1114,0.99951171875,concept:cityhascompanyoffice,concept:company:national
2112,concept:city:sydney,1106,0.9375,concept:cityhascompanyoffice,concept:company:air_canada
2113,concept:city:sydney,1114,0.9964595131143861,concept:cityhascompanyoffice,concept:company:etihad
2114,concept:city:sydney,1112,0.9375,concept:cityhascompanyoffice,concept:company:air_pacific
2115,concept:city:sydney,1114,0.9999068952380047,concept:cityhascompanyoffice,concept:recordlabel:virgin_airlines
2116,concept:city:sydney,1106,1.0,concept:cityhascompanyoffice,concept:company:owens_corning
2117,concept:city:sydney,1114,0.984375,concept:cityhascompanyoffice,concept:company:emirates
2118,concept:city:sydney,1106,1.0,concept:cityhascompanyoffice,concept:company:virgin001
2119,concept:city:sydney,1114,0.99951171875,concept:cityhascompanyoffice,concept:company:air_new_zealand
2120,concept:city:sydney,1106,0.984375,concept:cityhascompanyoffice,concept:restaurant:oceanic
2121,concept:city:fort_lauderdale,1115,0.96875,concept:cityhascompanyoffice,concept:company:south_african_airways
2122,concept:city:fort_lauderdale,1114,0.9873172521297666,concept:cityhascompanyoffice,concept:website:spirit
2123,concept:city:fort_lauderdale,1114,0.9375,concept:cityhascompanyoffice,concept:company:american_airlines001
2124,concept:city:fort_lauderdale,1114,1.0,concept:cityhascompanyoffice,concept:company:spirit_airlines
2125,concept:country:uzbekistan,1114,0.9999990463256836,concept:countryhascompanyoffice,concept:company:national
2126,concept:country:denmark,1103,0.9213176297889991,concept:countryhascompanyoffice,concept:bank:royal
2127,concept:country:denmark,1104,0.984375,concept:countryhascompanyoffice,concept:company:the_national
2128,concept:country:switzerland_switzerland,1114,0.9375,concept:countryhascompanyoffice,concept:bank:credit_suisse
2129,concept:country:switzerland_switzerland,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2130,concept:country:soviet_union,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2131,concept:country:cape_verde,1114,0.984375,concept:countryhascompanyoffice,concept:company:national
2132,concept:country:lebanon,1110,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
2133,concept:country:mongolia,1114,0.9999847412109375,concept:countryhascompanyoffice,concept:company:national
2134,concept:country:korea,1114,0.9921875,concept:countryhascompanyoffice,concept:politicsblog:u_s
2135,concept:country:korea,1114,0.9265558758351974,concept:countryhascompanyoffice,concept:automobilemaker:daewoo
2136,concept:country:korea,1114,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:kia
2137,concept:country:korea,1114,0.9999999981907328,concept:countryhascompanyoffice,concept:company:upi
2138,concept:country:korea,1115,0.9989704823201278,concept:countryhascompanyoffice,concept:company:u_s
2139,concept:country:korea,1115,1.0,concept:countryhascompanyoffice,concept:company:lg_electronics_inc
2140,concept:country:korea,1114,1.0,concept:countryhascompanyoffice,concept:company:dc
2141,concept:country:korea,1114,1.0,concept:countryhascompanyoffice,concept:publication:washington
2142,concept:country:u_s_,1115,0.9999992499225474,concept:countryhascompanyoffice,concept:bank:metlife
2143,concept:country:u_s_,1115,0.9999961853027344,concept:countryhascompanyoffice,concept:bank:treasury
2144,concept:country:u_s_,1115,0.9921875,concept:countryhascompanyoffice,concept:bank:citizens
2145,concept:country:u_s_,1115,0.9375,concept:countryhascompanyoffice,concept:company:science
2146,concept:country:u_s_,1115,0.9999999999999929,concept:countryhascompanyoffice,concept:company:commerce
2147,concept:country:u_s_,1115,0.99951171875,concept:countryhascompanyoffice,concept:company:veterans_affairs
2148,concept:country:brazil,1108,0.984375,concept:countryhascompanyoffice,concept:company:general
2149,concept:country:united_states,1114,0.99993896484375,concept:countryhascompanyoffice,concept:bank:citizens
2150,concept:country:united_states,1114,0.984375,concept:countryhascompanyoffice,concept:bank:treasury
2151,concept:country:united_states,1115,1.0,concept:countryhascompanyoffice,concept:biotechcompany:alcoa
2152,concept:country:united_states,1114,0.96875,concept:countryhascompanyoffice,concept:retailstore:intel_corporation
2153,concept:country:united_states,1114,1.0,concept:countryhascompanyoffice,concept:company:microsoft_corporation
2154,concept:country:united_states,1114,0.9999847412109375,concept:countryhascompanyoffice,concept:company:general
2155,concept:country:united_states,1115,1.0,concept:countryhascompanyoffice,concept:biotechcompany:google
2156,concept:country:united_states,1114,0.9999999962747097,concept:countryhascompanyoffice,concept:company:commerce
2157,concept:country:vanuatu,1114,0.984375,concept:countryhascompanyoffice,concept:company:national
2158,concept:country:scotland,1113,0.9921875,concept:countryhascompanyoffice,concept:bank:hbos
2159,concept:country:scotland,1114,0.9375,concept:countryhascompanyoffice,concept:bank:ing
2160,concept:country:scotland,1107,0.9990707543827604,concept:countryhascompanyoffice,concept:bank:lloyds
2161,concept:country:scotland,1114,0.9375,concept:countryhascompanyoffice,concept:bank:morgan_stanley
2162,concept:country:scotland,1108,0.9375,concept:countryhascompanyoffice,concept:bank:lloyds_banking_group
2163,concept:country:scotland,1108,0.984375,concept:countryhascompanyoffice,concept:bank:natwest
2164,concept:country:scotland,1107,0.9999999995811253,concept:countryhascompanyoffice,concept:bank:rbs
2165,concept:country:scotland,1108,0.984375,concept:countryhascompanyoffice,concept:bank:clydesdale
2166,concept:country:scotland,1107,0.9999999850988388,concept:countryhascompanyoffice,concept:bank:royal
2167,concept:country:scotland,1108,0.984375,concept:countryhascompanyoffice,concept:bank:northern_rock
2168,concept:country:scotland,1108,0.9375,concept:countryhascompanyoffice,concept:bank:halifax_bank_of_scotland
2169,concept:country:scotland,1114,0.9375,concept:countryhascompanyoffice,concept:bank:standard_life
2170,concept:country:scotland,1115,1.0,concept:countryhascompanyoffice,concept:bank:barclays
2171,concept:country:scotland,1115,0.9375,concept:countryhascompanyoffice,concept:bank:wells_fargo
2172,concept:country:scotland,1115,0.9375,concept:countryhascompanyoffice,concept:bank:investment_bank_merrill_lynch
2173,concept:country:scotland,1107,0.986154638138952,concept:countryhascompanyoffice,concept:bank:halifax
2174,concept:country:scotland,1108,0.96875,concept:countryhascompanyoffice,concept:placeofworship:abbey
2175,concept:country:scotland,1107,0.9999847412109375,concept:countryhascompanyoffice,concept:company:the_national
2176,concept:country:scotland,1108,0.9375,concept:countryhascompanyoffice,concept:geopoliticallocation:santander
2177,concept:country:scotland,1114,0.9375,concept:countryhascompanyoffice,concept:company:bt
2178,concept:country:canadians_canada,1113,1.0,concept:countryhascompanyoffice,concept:company:rim
2179,concept:country:canadians_canada,1113,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:cadillac
2180,concept:country:canadians_canada,1113,0.9999999999997947,concept:countryhascompanyoffice,concept:automobilemaker:bentley
2181,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:company:blockbuster_express
2182,concept:country:canadians_canada,1114,0.998046875,concept:countryhascompanyoffice,concept:automobilemaker:jeep
2183,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:company:canadian_jewish_congress
2184,concept:country:canadians_canada,1113,1.0,concept:countryhascompanyoffice,concept:company:ipsco
2185,concept:country:canadians_canada,1114,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:chevrolet
2186,concept:country:canadians_canada,1113,0.9375,concept:countryhascompanyoffice,concept:bank:canadian_imperial_bank_of_commerce
2187,concept:country:canadians_canada,1113,0.9921875,concept:countryhascompanyoffice,concept:bank:cibc
2188,concept:country:canadians_canada,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:volvo
2189,concept:country:canadians_canada,1114,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:skoda
2190,concept:country:canadians_canada,1114,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:jaguar
2191,concept:country:canadians_canada,1114,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:mini
2192,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:company:canadian_islamic_congress
2193,concept:country:canadians_canada,1113,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:proton
2194,concept:country:canadians_canada,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:gm
2195,concept:country:canadians_canada,1113,0.9375,concept:countryhascompanyoffice,concept:bank:royal
2196,concept:country:canadians_canada,1113,0.9375,concept:countryhascompanyoffice,concept:bank:rbc_royal_bank
2197,concept:country:canadians_canada,1113,0.9999999999999787,concept:countryhascompanyoffice,concept:bank:subaru_of_america
2198,concept:country:canadians_canada,1113,0.9921875,concept:countryhascompanyoffice,concept:bank:commonwealth
2199,concept:country:canadians_canada,1114,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:suzuki
2200,concept:country:canadians_canada,1114,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:mitsubishi
2201,concept:country:canadians_canada,1113,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:peugeot
2202,concept:country:canadians_canada,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:saab
2203,concept:country:canadians_canada,1114,0.9999999999999979,concept:countryhascompanyoffice,concept:automobilemaker:audi
2204,concept:country:canadians_canada,1113,0.9999999999998225,concept:countryhascompanyoffice,concept:company:pembina_institute
2205,concept:country:canadians_canada,1114,0.99609375,concept:countryhascompanyoffice,concept:automobilemaker:lexus
2206,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:subaru
2207,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:porsche
2208,concept:country:canadians_canada,1115,1.0,concept:countryhascompanyoffice,concept:biotechcompany:research_in_motion_ltd
2209,concept:country:canadians_canada,1115,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:toyota
2210,concept:country:canadians_canada,1114,1.0,concept:countryhascompanyoffice,concept:company:national
2211,concept:country:canadians_canada,1113,0.9998779296875,concept:countryhascompanyoffice,concept:company:general
2212,concept:country:canadians_canada,1113,0.9999997615814209,concept:countryhascompanyoffice,concept:company:the_national
2213,concept:country:canadians_canada,1114,0.9989240913184587,concept:countryhascompanyoffice,concept:company:ford
2214,concept:country:new_zealand,1115,0.99609375,concept:countryhascompanyoffice,concept:bank:royal
2215,concept:country:new_zealand,1115,0.9999999999989958,concept:countryhascompanyoffice,concept:company:national
2216,concept:country:new_zealand,1114,1.0,concept:countryhascompanyoffice,concept:company:air_niugini
2217,concept:country:new_zealand,1115,0.9375,concept:countryhascompanyoffice,concept:company:the_national
2218,concept:country:portugal,1114,0.9999998026264595,concept:countryhascompanyoffice,concept:company:national
2219,concept:country:venezuela,1114,0.9999997615814209,concept:countryhascompanyoffice,concept:company:national
2220,concept:country:malaysia,1110,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
2221,concept:country:malaysia,1107,0.9999997093355558,concept:countryhascompanyoffice,concept:biotechcompany:malaysian
2222,concept:country:great_britain,1105,0.9999999999417923,concept:countryhascompanyoffice,concept:bank:royal
2223,concept:country:great_britain,1103,1.0,concept:countryhascompanyoffice,concept:bank:the_royal
2224,concept:country:great_britain,1108,0.96875,concept:countryhascompanyoffice,concept:company:general
2225,concept:country:great_britain,1109,0.984375,concept:countryhascompanyoffice,concept:company:the_national
2226,concept:country:norway,1107,0.96875,concept:countryhascompanyoffice,concept:company:the_national
2227,concept:country:malta,1110,0.96875,concept:countryhascompanyoffice,concept:bank:hsbc
2228,concept:country:malta,1114,0.9999999403953552,concept:countryhascompanyoffice,concept:company:national
2229,concept:country:andorra,1114,0.984375,concept:countryhascompanyoffice,concept:company:national
2230,concept:country:mali,1114,0.99951171875,concept:countryhascompanyoffice,concept:company:national
2231,concept:country:angola,1114,0.99993896484375,concept:countryhascompanyoffice,concept:company:national
2232,concept:country:tunisia,1114,0.99951171875,concept:countryhascompanyoffice,concept:company:national
2233,concept:country:greece,1114,0.9999999999999951,concept:countryhascompanyoffice,concept:company:national
2234,concept:country:greece,1105,0.9921875,concept:countryhascompanyoffice,concept:company:general
2235,concept:country:__france,1103,1.0,concept:countryhascompanyoffice,concept:company:lancome
2236,concept:country:lao_pdr,1114,0.9375,concept:countryhascompanyoffice,concept:company:national
2237,concept:country:kuwait,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2238,concept:country:malawi,1114,0.9999847412109375,concept:countryhascompanyoffice,concept:company:national
2239,concept:country:equator__guinea,1114,0.9375,concept:countryhascompanyoffice,concept:company:national
2240,concept:country:austria,1114,0.9999980926513672,concept:countryhascompanyoffice,concept:company:national
2241,concept:country:the_philippines,1114,0.9999999999999982,concept:countryhascompanyoffice,concept:company:national
2242,concept:country:the_philippines,1108,0.984375,concept:countryhascompanyoffice,concept:company:general
2243,concept:country:bangladesh,1114,0.9999999701976776,concept:countryhascompanyoffice,concept:company:national
2244,concept:country:togo,1114,0.984375,concept:countryhascompanyoffice,concept:company:national
2245,concept:country:uae,1114,0.9921875,concept:countryhascompanyoffice,concept:company:national
2246,concept:country:sri_lanka,1115,0.999999999992724,concept:countryhascompanyoffice,concept:company:national
2247,concept:country:sweden,1107,0.9375,concept:countryhascompanyoffice,concept:company:the_national
2248,concept:country:jordan,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2249,concept:country:hong_kong,1114,0.96875,concept:countryhascompanyoffice,concept:bank:hsbc
2250,concept:country:honduras,1114,0.9990234375,concept:countryhascompanyoffice,concept:company:national
2251,concept:country:ukraine,1105,0.999783696626376,concept:countryhascompanyoffice,concept:company:the_national
2252,concept:country:bosnia_herzegovina,1114,0.99951171875,concept:countryhascompanyoffice,concept:company:national
2253,concept:country:japan,1103,0.9375,concept:countryhascompanyoffice,concept:bank:fed
2254,concept:country:japan,1103,0.9999997215033968,concept:countryhascompanyoffice,concept:bank:european_central_bank
2255,concept:country:japan,1114,0.9921875,concept:countryhascompanyoffice,concept:automobilemaker:suzuki
2256,concept:country:japan,1115,0.9990234375,concept:countryhascompanyoffice,concept:automobilemaker:mitsubishi
2257,concept:country:japan,1115,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:yamaha
2258,concept:country:japan,1103,0.9999999828437521,concept:countryhascompanyoffice,concept:company:denso
2259,concept:country:japan,1103,1.0,concept:countryhascompanyoffice,concept:company:konica_minolta
2260,concept:country:japan,1113,0.9375,concept:countryhascompanyoffice,concept:company:general
2261,concept:country:japan,1107,0.9375,concept:countryhascompanyoffice,concept:bank:ecb
2262,concept:country:libya,1114,0.9990234375,concept:countryhascompanyoffice,concept:company:national
2263,concept:country:argentina,1114,0.999999999996362,concept:countryhascompanyoffice,concept:company:national
2264,concept:country:usa,1114,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:chrysler
2265,concept:country:usa,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:scion
2266,concept:country:usa,1109,1.0,concept:countryhascompanyoffice,concept:automobilemaker:volvo
2267,concept:country:usa,1109,0.9999421340328442,concept:countryhascompanyoffice,concept:company:general
2268,concept:country:usa,1114,1.0,concept:countryhascompanyoffice,concept:company:motorola
2269,concept:country:colombia,1103,0.999999902077217,concept:countryhascompanyoffice,concept:company:millonarios
2270,concept:country:colombia,1108,0.9375,concept:countryhascompanyoffice,concept:company:general
2271,concept:country:cambodia,1114,0.9999999701976776,concept:countryhascompanyoffice,concept:company:national
2272,concept:country:singapore,1105,0.9375,concept:countryhascompanyoffice,concept:bank:citizens
2273,concept:country:singapore,1114,0.9375,concept:countryhascompanyoffice,concept:bank:standard_chartered
2274,concept:country:singapore,1110,0.9994248042557842,concept:countryhascompanyoffice,concept:bank:hsbc
2275,concept:country:lithuania,1114,0.9999997615814209,concept:countryhascompanyoffice,concept:company:national
2276,concept:country:ethiopia,1114,0.9999980926513672,concept:countryhascompanyoffice,concept:company:national
2277,concept:country:ireland,1103,1.0,concept:countryhascompanyoffice,concept:bank:aib
2278,concept:country:ireland,1104,0.9990234375,concept:countryhascompanyoffice,concept:bank:royal
2279,concept:country:ireland,1103,0.96875,concept:countryhascompanyoffice,concept:bank:allied_irish
2280,concept:country:ireland,1107,0.9921875,concept:countryhascompanyoffice,concept:bank:the_royal
2281,concept:country:ireland,1103,1.0,concept:countryhascompanyoffice,concept:company:fyffes_plc
2282,concept:country:ireland,1114,1.0,concept:countryhascompanyoffice,concept:company:national
2283,concept:country:kazakstan,1114,0.96875,concept:countryhascompanyoffice,concept:company:national
2284,concept:island:iceland,1114,1.0,concept:countryhascompanyoffice,concept:biotechcompany:alcoa
2285,concept:island:iceland,1107,0.9921875,concept:countryhascompanyoffice,concept:company:the_national
2286,concept:country:gambia,1114,1.0,concept:countryhascompanyoffice,concept:company:national
2287,concept:country:swaziland,1114,1.0,concept:countryhascompanyoffice,concept:company:national
2288,concept:country:maldives,1114,0.999755859375,concept:countryhascompanyoffice,concept:company:national
2289,concept:country:pakistan,1114,0.9999999999999973,concept:countryhascompanyoffice,concept:company:national
2290,concept:country:barbuda_antigua_and_barbuda,1114,0.96875,concept:countryhascompanyoffice,concept:company:national
2291,concept:country:spain,1114,0.999999999998181,concept:countryhascompanyoffice,concept:company:national
2292,concept:country:spain,1107,0.9375,concept:countryhascompanyoffice,concept:company:the_national
2293,concept:country:belize,1114,0.999755859375,concept:countryhascompanyoffice,concept:company:national
2294,concept:country:slovakia_the_slovak_republic,1114,0.99609375,concept:countryhascompanyoffice,concept:company:national
2295,concept:country:britain,1103,0.9999999999730855,concept:countryhascompanyoffice,concept:company:firstgroup
2296,concept:country:laos,1115,0.998046875,concept:countryhascompanyoffice,concept:company:national
2297,concept:country:egypt,1114,0.9999999430465498,concept:countryhascompanyoffice,concept:company:national
2298,concept:country:peru,1114,0.9999998807907104,concept:countryhascompanyoffice,concept:company:national
2299,concept:country:iraq,1114,0.9999999995343387,concept:countryhascompanyoffice,concept:company:national
2300,concept:country:iran,1114,0.9999999995343387,concept:countryhascompanyoffice,concept:company:national
2301,concept:country:latvia,1114,0.9999961853027344,concept:countryhascompanyoffice,concept:company:national
2302,concept:country:brunei,1114,0.9375,concept:countryhascompanyoffice,concept:company:national
2303,concept:country:indonesia,1110,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
2304,concept:country:indonesia,1114,0.9999999997671694,concept:countryhascompanyoffice,concept:company:national
2305,concept:country:australasia,1107,0.9375,concept:countryhascompanyoffice,concept:bank:royal
2306,concept:country:us,1115,1.0,concept:countryhascompanyoffice,concept:bank:citizens
2307,concept:country:us,1115,1.0,concept:countryhascompanyoffice,concept:bank:treasury
2308,concept:country:us,1115,0.9375,concept:countryhascompanyoffice,concept:company:microsoft_corporation
2309,concept:country:us,1115,0.9999999997671694,concept:countryhascompanyoffice,concept:company:commerce
2310,concept:country:thailand,1107,0.96875,concept:countryhascompanyoffice,concept:bank:bangkok_bank
2311,concept:country:thailand,1114,0.9999999999981353,concept:countryhascompanyoffice,concept:company:national
2312,concept:country:thailand,1107,0.9375,concept:countryhascompanyoffice,concept:company:the_national
2313,concept:country:belgium,1103,1.0,concept:countryhascompanyoffice,concept:bank:fortis
2314,concept:country:belgium,1104,0.9921875,concept:countryhascompanyoffice,concept:bank:royal
2315,concept:country:albania,1114,0.9999923706054688,concept:countryhascompanyoffice,concept:company:national
2316,concept:country:qatar,1114,0.96875,concept:countryhascompanyoffice,concept:company:national
2317,concept:country:sierra_leone,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2318,concept:country:estonia,1114,0.9999847412109375,concept:countryhascompanyoffice,concept:company:national
2319,concept:country:ecuador,1114,0.9999961853027344,concept:countryhascompanyoffice,concept:company:national
2320,concept:country:armenia,1114,0.9999999995343387,concept:countryhascompanyoffice,concept:company:national
2321,concept:country:moldova,1114,0.9999999403953552,concept:countryhascompanyoffice,concept:company:national
2322,concept:country:italy,1114,1.0,concept:countryhascompanyoffice,concept:company:national
2323,concept:country:monaco,1110,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
2324,concept:country:nicaragua,1114,0.9998779296875,concept:countryhascompanyoffice,concept:company:national
2325,concept:country:oman,1110,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
2326,concept:country:skorea,1115,1.0,concept:countryhascompanyoffice,concept:company:lg_electronics_inc
2327,concept:country:nepal,1114,0.9999999850988388,concept:countryhascompanyoffice,concept:company:national
2328,concept:country:netherlands,1114,0.9999999997671694,concept:countryhascompanyoffice,concept:company:national
2329,concept:country:luxembourg,1114,0.99609375,concept:countryhascompanyoffice,concept:company:national
